0,q1_22-10_50GB_pyarr,q2_22-10_50GB_pyarr,q3_22-10_50GB_pyarr_p2p,q7_22-10_50GB_pyarr_p2p,q9_22-10_50GB_pyarr
0 days 00:02:02.001000704,,,24049295360.0,15236849664.0,42843181056.0
0 days 00:02:02.500069632,,,22493372416.0,15236849664.0,42843181056.0
0 days 00:02:02.500331008,,,22493372416.0,14027427840.0,42843181056.0
0 days 00:02:02.500402944,,,22493372416.0,14027427840.0,43326353408.0
0 days 00:02:03.000313856,,,22493372416.0,14027427840.0,43363725312.0
0 days 00:02:03.000887040,,,22493372416.0,14303383552.0,43363725312.0
0 days 00:02:03.001003776,,,22387552256.0,14303383552.0,43363725312.0
0 days 00:02:03.500205056,,,22387552256.0,15086784512.0,43363725312.0
0 days 00:02:03.500358912,,,22387552256.0,15086784512.0,44116484096.0
0 days 00:02:03.501031680,,,22740422656.0,15086784512.0,44116484096.0
0 days 00:02:04.000107776,,,23453945856.0,15086784512.0,44116484096.0
0 days 00:02:04.000465920,,,23453945856.0,15086784512.0,44699271168.0
0 days 00:02:04.000850944,,,23453945856.0,15402119168.0,44699271168.0
0 days 00:02:04.500687872,,,23453945856.0,15402119168.0,44497674240.0
0 days 00:02:04.500969728,,,23378079744.0,15402119168.0,44497674240.0
0 days 00:02:04.501060096,,,23378079744.0,15174504448.0,44497674240.0
0 days 00:02:05.000003840,,,23378079744.0,15174504448.0,44678537216.0
0 days 00:02:05.000629760,,,23734611968.0,15174504448.0,44678537216.0
0 days 00:02:05.000926208,,,23734611968.0,15888719872.0,44678537216.0
0 days 00:02:05.500251904,,,23734611968.0,15888719872.0,44961714176.0
0 days 00:02:05.500648192,,,23734611968.0,15983493120.0,44961714176.0
0 days 00:02:05.500982784,,,22767624192.0,15983493120.0,44961714176.0
0 days 00:02:06.000164864,,,22767624192.0,15983493120.0,44494573568.0
0 days 00:02:06.000183296,,,22767624192.0,15628709888.0,44494573568.0
0 days 00:02:06.000858624,,,23006416896.0,15628709888.0,44494573568.0
0 days 00:02:06.500423936,,,23006416896.0,15628709888.0,45088919552.0
0 days 00:02:06.500837632,,,21890482176.0,15628709888.0,45088919552.0
0 days 00:02:06.501022208,,,21890482176.0,17300578304.0,45088919552.0
0 days 00:02:07.000370176,,,21890482176.0,16834576384.0,45088919552.0
0 days 00:02:07.000381952,,,21890482176.0,16834576384.0,44956831744.0
0 days 00:02:07.000551936,,,21868195840.0,16834576384.0,44956831744.0
0 days 00:02:07.500451072,,,21868195840.0,16834576384.0,45646028800.0
0 days 00:02:07.500947968,,,21868195840.0,16901017600.0,45646028800.0
0 days 00:02:07.500961792,,,21834776576.0,16901017600.0,45646028800.0
0 days 00:02:08.000285952,,,21834776576.0,16901017600.0,45331431424.0
0 days 00:02:08.000812544,,,20941647872.0,16901017600.0,45331431424.0
0 days 00:02:08.001679104,,,20941647872.0,17435746304.0,45331431424.0
0 days 00:02:08.500523776,,,19793895424.0,17435746304.0,45331431424.0
0 days 00:02:08.500598784,,,19793895424.0,17435746304.0,45732945920.0
0 days 00:02:08.500815104,,,19793895424.0,18562506752.0,45732945920.0
0 days 00:02:09.000257024,,,19793895424.0,19030446080.0,45732945920.0
0 days 00:02:09.000375040,,,19793895424.0,19030446080.0,46122373120.0
0 days 00:02:09.000751872,,,18660642816.0,19030446080.0,46122373120.0
0 days 00:02:09.500146944,,,18660642816.0,19030446080.0,46376796160.0
0 days 00:02:09.500899072,,,18660642816.0,19359559680.0,46376796160.0
0 days 00:02:09.501017600,,,19511455744.0,19359559680.0,46376796160.0
0 days 00:02:10.000158976,,,19511455744.0,19359559680.0,46711681024.0
0 days 00:02:10.000206848,,,19982675968.0,19359559680.0,46711681024.0
0 days 00:02:10.000978176,,,19982675968.0,20070039552.0,46711681024.0
0 days 00:02:10.500399616,,,19186241536.0,20070039552.0,46711681024.0
0 days 00:02:10.500500736,,,19186241536.0,20070039552.0,46739734528.0
0 days 00:02:10.500838144,,,19186241536.0,20592930816.0,46739734528.0
0 days 00:02:11.000282880,,,19186241536.0,20592930816.0,46465744896.0
0 days 00:02:11.000399616,,,18948870144.0,20592930816.0,46465744896.0
0 days 00:02:11.000567040,,,18948870144.0,20465381376.0,46465744896.0
0 days 00:02:11.500066048,,,18948870144.0,20465381376.0,46632820736.0
0 days 00:02:11.500073728,,,20358500352.0,20465381376.0,46632820736.0
0 days 00:02:11.500342272,,,20358500352.0,20579360768.0,46632820736.0
0 days 00:02:12.000089088,,,20358500352.0,21311225856.0,46632820736.0
0 days 00:02:12.000695808,,,20358500352.0,21311225856.0,46017675264.0
0 days 00:02:12.000756992,,,19546836992.0,21311225856.0,46017675264.0
0 days 00:02:12.500250112,,,19546836992.0,21311225856.0,46196985856.0
0 days 00:02:12.500605696,,,19288252416.0,21311225856.0,46196985856.0
0 days 00:02:12.501867264,,,19288252416.0,21200527360.0,46196985856.0
0 days 00:02:13.000739072,,,19288252416.0,21200527360.0,45886095360.0
0 days 00:02:13.001040896,,,20128190464.0,21200527360.0,45886095360.0
0 days 00:02:13.001051904,,,20128190464.0,21024694272.0,45886095360.0
0 days 00:02:13.500350720,,,19184353280.0,21024694272.0,45886095360.0
0 days 00:02:13.500838144,,,19184353280.0,20888616960.0,45886095360.0
0 days 00:02:13.501103872,,,19184353280.0,20888616960.0,45984940032.0
0 days 00:02:14.000986624,,,18640773120.0,20888616960.0,45984940032.0
0 days 00:02:14.000993024,,,18640773120.0,21893222400.0,45984940032.0
0 days 00:02:14.001024,,,18640773120.0,21893222400.0,46140649472.0
0 days 00:02:14.500185088,,,18640773120.0,21703344128.0,46140649472.0
0 days 00:02:14.500736,,,18212376576.0,21703344128.0,46140649472.0
0 days 00:02:14.500854784,,,18212376576.0,21703344128.0,46335905792.0
0 days 00:02:15.000844800,,,18212376576.0,21703344128.0,46474764288.0
0 days 00:02:15.001014784,,,17552855040.0,21703344128.0,46474764288.0
0 days 00:02:15.001116160,,,17552855040.0,21780307968.0,46474764288.0
0 days 00:02:15.500123904,,,17573801984.0,21780307968.0,46474764288.0
0 days 00:02:15.500598784,,,17573801984.0,21780307968.0,46216556544.0
0 days 00:02:15.500804864,,,17573801984.0,21822021632.0,46216556544.0
0 days 00:02:16.000168960,,,17573801984.0,21822021632.0,46545518592.0
0 days 00:02:16.000513792,,,17730121728.0,21822021632.0,46545518592.0
0 days 00:02:16.000723200,,,17730121728.0,21877874688.0,46545518592.0
0 days 00:02:16.500215040,,,17730121728.0,21877874688.0,46909386752.0
0 days 00:02:16.500309760,,,18578046976.0,21877874688.0,46909386752.0
0 days 00:02:16.500360960,,,18578046976.0,21448101888.0,46909386752.0
0 days 00:02:17.000021760,,,18007126016.0,21448101888.0,46909386752.0
0 days 00:02:17.000258816,,,18007126016.0,21448101888.0,47049302016.0
0 days 00:02:17.000849920,,,18007126016.0,21155385344.0,47049302016.0
0 days 00:02:17.500201728,,,17386512384.0,21155385344.0,47049302016.0
0 days 00:02:17.500521728,,,17386512384.0,21155385344.0,47299506176.0
0 days 00:02:17.501172224,,,17386512384.0,21690396672.0,47299506176.0
0 days 00:02:18.000158208,,,17386512384.0,20152938496.0,47299506176.0
0 days 00:02:18.000194816,,,17386512384.0,20152938496.0,47150870528.0
0 days 00:02:18.000613888,,,17561014272.0,20152938496.0,47150870528.0
0 days 00:02:18.500212736,,,17561014272.0,20152938496.0,47546851328.0
0 days 00:02:18.500536064,,,17561014272.0,20440838144.0,47546851328.0
0 days 00:02:18.500639744,,,17402195968.0,20440838144.0,47546851328.0
0 days 00:02:19.000101120,,,17402195968.0,20440838144.0,47213588480.0
0 days 00:02:19.000346880,,,18614075392.0,20440838144.0,47213588480.0
0 days 00:02:19.000562944,,,18614075392.0,20557320192.0,47213588480.0
0 days 00:02:19.500684032,,,18614075392.0,20557320192.0,47554457600.0
0 days 00:02:19.500892672,,,19172286464.0,20557320192.0,47554457600.0
0 days 00:02:19.500964096,,,19172286464.0,20513370112.0,47554457600.0
0 days 00:02:20.000360960,,,19172286464.0,20778983424.0,47554457600.0
0 days 00:02:20.000593664,,,19594510336.0,20778983424.0,47554457600.0
0 days 00:02:20.000614912,,,19594510336.0,20778983424.0,48015998976.0
0 days 00:02:20.500294912,,,19594510336.0,20778983424.0,48361787392.0
0 days 00:02:20.500364032,,,19594510336.0,21253931008.0,48361787392.0
0 days 00:02:20.500595712,,,18850340864.0,21253931008.0,48361787392.0
0 days 00:02:21.000556800,,,18850340864.0,21253931008.0,47838453760.0
0 days 00:02:21.000737792,,,19371679744.0,21253931008.0,47838453760.0
0 days 00:02:21.001367296,,,19371679744.0,20980998144.0,47838453760.0
0 days 00:02:21.500292096,,,19371679744.0,18727206912.0,47838453760.0
0 days 00:02:21.500315904,,,19742236672.0,18727206912.0,47838453760.0
0 days 00:02:21.501028864,,,19742236672.0,18727206912.0,47928225792.0
0 days 00:02:22.000612096,,,19742236672.0,18693840896.0,47928225792.0
0 days 00:02:22.000987648,,,21096300544.0,18693840896.0,47928225792.0
0 days 00:02:22.001075968,,,21096300544.0,18693840896.0,47896576000.0
0 days 00:02:22.500319744,,,21096300544.0,18693840896.0,47659020288.0
0 days 00:02:22.500399616,,,20537597952.0,18693840896.0,47659020288.0
0 days 00:02:22.501370880,,,20537597952.0,18625773568.0,47659020288.0
0 days 00:02:23.000489984,,,20537597952.0,18625773568.0,47647412224.0
0 days 00:02:23.000614656,,,20418830336.0,18625773568.0,47647412224.0
0 days 00:02:23.001065216,,,20418830336.0,19054817280.0,47647412224.0
0 days 00:02:23.500096,,,20418830336.0,19054817280.0,47753416704.0
0 days 00:02:23.500704256,,,20418830336.0,19650142208.0,47753416704.0
0 days 00:02:23.500807936,,,20082692096.0,19650142208.0,47753416704.0
0 days 00:02:24.000495104,,,20082692096.0,18251767808.0,47753416704.0
0 days 00:02:24.000980992,,,20082692096.0,18251767808.0,47313891328.0
0 days 00:02:24.001031680,,,20219400192.0,18251767808.0,47313891328.0
0 days 00:02:24.500441088,,,20219400192.0,18251767808.0,47309148160.0
0 days 00:02:24.500623104,,,20219400192.0,18039083008.0,47309148160.0
0 days 00:02:24.500747776,,,20367118336.0,18039083008.0,47309148160.0
0 days 00:02:25.000346112,,,20367118336.0,17055875072.0,47309148160.0
0 days 00:02:25.000365824,,,20367118336.0,17055875072.0,47819038720.0
0 days 00:02:25.000807936,,,20797804544.0,17055875072.0,47819038720.0
0 days 00:02:25.500302848,,,20797804544.0,17055875072.0,47224725504.0
0 days 00:02:25.500531712,,,21155024896.0,17055875072.0,47224725504.0
0 days 00:02:25.500612096,,,21155024896.0,17992290304.0,47224725504.0
0 days 00:02:26.000568064,,,21155024896.0,19196321792.0,47224725504.0
0 days 00:02:26.001005824,,,21389565952.0,19196321792.0,47224725504.0
0 days 00:02:26.001924864,,,21389565952.0,19196321792.0,47872049152.0
0 days 00:02:26.500087040,,,21389565952.0,19196321792.0,47607668736.0
0 days 00:02:26.500155904,,,21679394816.0,19196321792.0,47607668736.0
0 days 00:02:26.500763136,,,21679394816.0,19222560768.0,47607668736.0
0 days 00:02:27.000572928,,,21679394816.0,19222560768.0,48096743424.0
0 days 00:02:27.000642560,,,22123651072.0,19222560768.0,48096743424.0
0 days 00:02:27.001033216,,,22123651072.0,17667289088.0,48096743424.0
0 days 00:02:27.500795648,,,22977671168.0,17667289088.0,48096743424.0
0 days 00:02:27.500982016,,,22977671168.0,17667289088.0,48434421760.0
0 days 00:02:27.501101056,,,22977671168.0,16199532544.0,48434421760.0
0 days 00:02:28.000335872,,,22977671168.0,16199532544.0,48974221312.0
0 days 00:02:28.000647168,,,22977671168.0,16783106048.0,48974221312.0
0 days 00:02:28.000889600,,,22262702080.0,16783106048.0,48974221312.0
0 days 00:02:28.500290048,,,22262702080.0,15940194304.0,48974221312.0
0 days 00:02:28.500452864,,,23520821248.0,15940194304.0,48974221312.0
0 days 00:02:28.500602880,,,23520821248.0,15940194304.0,48861794304.0
0 days 00:02:29.000490752,,,23901532160.0,15940194304.0,48861794304.0
0 days 00:02:29.000761088,,,23901532160.0,16687464448.0,48861794304.0
0 days 00:02:29.000958720,,,23901532160.0,16687464448.0,47352291328.0
0 days 00:02:29.500345856,,,23868108800.0,16687464448.0,47352291328.0
0 days 00:02:29.500669952,,,23868108800.0,16594964480.0,47352291328.0
0 days 00:02:29.500875776,,,23868108800.0,16594964480.0,47210098688.0
0 days 00:02:30.000441856,,,23868108800.0,16594964480.0,47331459072.0
0 days 00:02:30.000470016,,,23868108800.0,16705232896.0,47331459072.0
0 days 00:02:30.001004800,,,24028483584.0,16705232896.0,47331459072.0
0 days 00:02:30.500423936,,,24028483584.0,16705232896.0,48246411264.0
0 days 00:02:30.500591872,,,24900157440.0,16705232896.0,48246411264.0
0 days 00:02:30.500945152,,,24900157440.0,15656300544.0,48246411264.0
0 days 00:02:31.000516096,,,24900157440.0,15583981568.0,48246411264.0
0 days 00:02:31.000991744,,,24500985856.0,15583981568.0,48246411264.0
0 days 00:02:31.001316096,,,24500985856.0,15583981568.0,48185958400.0
0 days 00:02:31.500061184,,,24500985856.0,15236628480.0,48185958400.0
0 days 00:02:31.500181760,,,24203571200.0,15236628480.0,48185958400.0
0 days 00:02:31.500583680,,,24203571200.0,15236628480.0,48455544832.0
0 days 00:02:32.000106752,,,23860715520.0,15236628480.0,48455544832.0
0 days 00:02:32.000689920,,,23860715520.0,15236628480.0,47535517696.0
0 days 00:02:32.001133056,,,23860715520.0,15226667008.0,47535517696.0
0 days 00:02:32.500611072,,,23860715520.0,15226667008.0,47501295616.0
0 days 00:02:32.500910848,,,23516475392.0,15226667008.0,47501295616.0
0 days 00:02:32.501604096,,,23516475392.0,15606284288.0,47501295616.0
0 days 00:02:33.000077824,,,23226822656.0,15606284288.0,47501295616.0
0 days 00:02:33.000103936,,,23226822656.0,15606284288.0,47493312512.0
0 days 00:02:33.000211200,,,23226822656.0,15087349760.0,47493312512.0
0 days 00:02:33.500354048,,,23226822656.0,15087349760.0,47907393536.0
0 days 00:02:33.500797952,,,23448924160.0,15087349760.0,47907393536.0
0 days 00:02:33.501212160,,,23448924160.0,15589830656.0,47907393536.0
0 days 00:02:34.000231936,,,23448924160.0,16007819264.0,47907393536.0
0 days 00:02:34.000346880,,,23567515648.0,16007819264.0,47907393536.0
0 days 00:02:34.001001984,,,23567515648.0,16007819264.0,48028782592.0
0 days 00:02:34.500324096,,,23567515648.0,15886016512.0,48028782592.0
0 days 00:02:34.500716800,,,23761285120.0,15886016512.0,48028782592.0
0 days 00:02:34.500892672,,,23761285120.0,15886016512.0,48487288832.0
0 days 00:02:35.000356096,,,23761285120.0,15891267584.0,48487288832.0
0 days 00:02:35.001028608,,,23797669888.0,15891267584.0,48487288832.0
0 days 00:02:35.001771776,,,23797669888.0,15891267584.0,48916533248.0
0 days 00:02:35.500282112,,,23797669888.0,15987458048.0,48916533248.0
0 days 00:02:35.500368896,,,23797669888.0,15987458048.0,48190210048.0
0 days 00:02:35.500425728,,,21955276800.0,15987458048.0,48190210048.0
0 days 00:02:36.000205824,,,21554388992.0,15987458048.0,48190210048.0
0 days 00:02:36.000847872,,,21554388992.0,15987458048.0,48729161728.0
0 days 00:02:36.001404160,,,21554388992.0,17778184192.0,48729161728.0
0 days 00:02:36.500258816,,,21554388992.0,17778184192.0,48769552384.0
0 days 00:02:36.500387072,,,21554388992.0,17462026240.0,48769552384.0
0 days 00:02:36.500651776,,,20872175616.0,17462026240.0,48769552384.0
0 days 00:02:37.000104960,,,20872175616.0,18936639488.0,48769552384.0
0 days 00:02:37.000307712,,,21611675648.0,18936639488.0,48769552384.0
0 days 00:02:37.023526912,,,21611675648.0,18936639488.0,48747319296.0
0 days 00:02:37.500468224,,,21611675648.0,18766090240.0,48747319296.0
0 days 00:02:37.500594688,,,21892800512.0,18766090240.0,48747319296.0
0 days 00:02:37.500914944,,,21892800512.0,18766090240.0,49075216384.0
0 days 00:02:38.000355072,,,21892800512.0,19913330688.0,49075216384.0
0 days 00:02:38.000386816,,,21892800512.0,19913330688.0,49153679360.0
0 days 00:02:38.000575744,,,22454251520.0,19913330688.0,49153679360.0
0 days 00:02:38.500345856,,,22686396416.0,19913330688.0,49153679360.0
0 days 00:02:38.500937728,,,22686396416.0,19913330688.0,48454344704.0
0 days 00:02:38.501127936,,,22686396416.0,19822080000.0,48454344704.0
0 days 00:02:39.000073984,,,22686396416.0,19211689984.0,48454344704.0
0 days 00:02:39.000545792,,,21887066112.0,19211689984.0,48454344704.0
0 days 00:02:39.000642816,,,21887066112.0,19211689984.0,48106754048.0
0 days 00:02:39.500294912,,,21887066112.0,19211689984.0,47347916800.0
0 days 00:02:39.500485888,,,21887066112.0,17786257408.0,47347916800.0
0 days 00:02:39.500624896,,,20408315904.0,17786257408.0,47347916800.0
0 days 00:02:40.000072960,,,20408315904.0,17871372288.0,47347916800.0
0 days 00:02:40.000326912,,,20408315904.0,17871372288.0,45855072256.0
0 days 00:02:40.000724736,,,20236824576.0,17871372288.0,45855072256.0
0 days 00:02:40.500360960,,,20236824576.0,17871372288.0,45201326080.0
0 days 00:02:40.500656128,,,20236824576.0,17450643456.0,45201326080.0
0 days 00:02:40.501031680,,,20560367616.0,17450643456.0,45201326080.0
0 days 00:02:41.000184576,,,20690284544.0,17450643456.0,45201326080.0
0 days 00:02:41.000856832,,,20690284544.0,17450643456.0,45568430080.0
0 days 00:02:41.000919296,,,20690284544.0,17300488192.0,45568430080.0
0 days 00:02:41.500167680,,,20682457088.0,17300488192.0,45568430080.0
0 days 00:02:41.500552704,,,20682457088.0,17300488192.0,46366904320.0
0 days 00:02:41.500760064,,,20682457088.0,17514106880.0,46366904320.0
0 days 00:02:42.000249088,,,20682457088.0,17796575232.0,46366904320.0
0 days 00:02:42.000869888,,,18758025216.0,17796575232.0,46366904320.0
0 days 00:02:42.001915904,,,18758025216.0,17796575232.0,45690998784.0
0 days 00:02:42.500123904,,,18417553408.0,17796575232.0,45690998784.0
0 days 00:02:42.500573696,,,18417553408.0,17796575232.0,46345572352.0
0 days 00:02:42.500606208,,,18417553408.0,18495049728.0,46345572352.0
0 days 00:02:43.000150016,,,18417553408.0,19154620416.0,46345572352.0
0 days 00:02:43.000610816,,,18806779904.0,19154620416.0,46345572352.0
0 days 00:02:43.000858880,,,18806779904.0,19154620416.0,45727612928.0
0 days 00:02:43.500337152,,,18806779904.0,19856125952.0,45727612928.0
0 days 00:02:43.500524800,,,18806779904.0,19856125952.0,45528031232.0
0 days 00:02:43.500676864,,,18595610624.0,19856125952.0,45528031232.0
0 days 00:02:44.000164864,,,18998988800.0,19856125952.0,45528031232.0
0 days 00:02:44.000366080,,,18998988800.0,18641633280.0,45528031232.0
0 days 00:02:44.002072064,,,18998988800.0,18641633280.0,45721903104.0
0 days 00:02:44.500389888,,,18998988800.0,18641633280.0,45876039680.0
0 days 00:02:44.500435712,,,18530537472.0,18641633280.0,45876039680.0
0 days 00:02:44.500506112,,,18530537472.0,19083792384.0,45876039680.0
0 days 00:02:45.000219904,,,18530537472.0,19083792384.0,45730185216.0
0 days 00:02:45.000517120,,,18530537472.0,19248566272.0,45730185216.0
0 days 00:02:45.000813824,,,18330431488.0,19248566272.0,45730185216.0
0 days 00:02:45.500386816,,,17531805696.0,19248566272.0,45730185216.0
0 days 00:02:45.500644864,,,17531805696.0,19248566272.0,46150811648.0
0 days 00:02:45.501040896,,,17531805696.0,20030078976.0,46150811648.0
0 days 00:02:46.000191744,,,17531805696.0,20030078976.0,46454263808.0
0 days 00:02:46.000508672,,,17457348608.0,20030078976.0,46454263808.0
0 days 00:02:46.000638208,,,17457348608.0,19777593344.0,46454263808.0
0 days 00:02:46.500641024,,,17457348608.0,19777593344.0,46933909504.0
