0,q1_22-10_50GB_pyarr,q2_22-10_50GB_pyarr,q3_22-10_50GB_pyarr_p2p,q7_22-10_50GB_pyarr_p2p,q9_22-10_50GB_pyarr
0 days 00:03:26.000619776,,,20902821888.0,20981956608.0,25121918976.0
0 days 00:03:26.000724992,,,20902821888.0,20564025344.0,25121918976.0
0 days 00:03:26.500169984,,,20902821888.0,20564025344.0,25070174208.0
0 days 00:03:26.501030144,,,20902821888.0,18836881408.0,25070174208.0
0 days 00:03:26.501169920,,,19636482048.0,18836881408.0,25070174208.0
0 days 00:03:27.000081920,,,19636482048.0,18836881408.0,24825929728.0
0 days 00:03:27.000430080,,,19636482048.0,18988924928.0,24825929728.0
0 days 00:03:27.001018880,,,19144163328.0,18988924928.0,24825929728.0
0 days 00:03:27.500417024,,,19144163328.0,18988924928.0,25537912832.0
0 days 00:03:27.500714240,,,19144163328.0,18760065024.0,25537912832.0
0 days 00:03:27.500996608,,,18197585920.0,18760065024.0,25537912832.0
0 days 00:03:28.000226048,,,18197585920.0,18760065024.0,25372581888.0
0 days 00:03:28.000595200,,,18197585920.0,17337749504.0,25372581888.0
0 days 00:03:28.000738816,,,18836004864.0,17337749504.0,25372581888.0
0 days 00:03:28.500350720,,,19762499584.0,17337749504.0,25372581888.0
0 days 00:03:28.500703232,,,19762499584.0,15972974592.0,25372581888.0
0 days 00:03:28.500808960,,,19762499584.0,15972974592.0,25741266944.0
0 days 00:03:29.000074752,,,20115001344.0,15972974592.0,25741266944.0
0 days 00:03:29.000796160,,,20115001344.0,16424001536.0,25741266944.0
0 days 00:03:29.000840704,,,20115001344.0,16424001536.0,26194604032.0
0 days 00:03:29.500140800,,,20234121216.0,16424001536.0,26194604032.0
0 days 00:03:29.500319744,,,20234121216.0,16424001536.0,26567290880.0
0 days 00:03:29.500418048,,,20234121216.0,16745963520.0,26567290880.0
0 days 00:03:30.000092160,,,20234121216.0,17114214400.0,26567290880.0
0 days 00:03:30.000462592,,,19683840000.0,17114214400.0,26567290880.0
0 days 00:03:30.000545024,,,19683840000.0,17114214400.0,26864570368.0
0 days 00:03:30.500057088,,,19683840000.0,18179047424.0,26864570368.0
0 days 00:03:30.501007616,,,20054134784.0,18179047424.0,26864570368.0
0 days 00:03:30.501187840,,,20054134784.0,18179047424.0,26485616640.0
0 days 00:03:31.000374784,,,20878139392.0,18179047424.0,26485616640.0
0 days 00:03:31.000482048,,,20878139392.0,18617155584.0,26485616640.0
0 days 00:03:31.000694016,,,20878139392.0,18617155584.0,26387791872.0
0 days 00:03:31.500364032,,,20878139392.0,17308782592.0,26387791872.0
0 days 00:03:31.500804864,,,20878139392.0,17308782592.0,26928635904.0
0 days 00:03:31.500970752,,,22128910336.0,17308782592.0,26928635904.0
0 days 00:03:32.000623104,,,22128910336.0,18371588096.0,26928635904.0
0 days 00:03:32.000768768,,,22128910336.0,18371588096.0,26917965824.0
0 days 00:03:32.001005824,,,22280003584.0,18371588096.0,26917965824.0
0 days 00:03:32.500069888,,,22280003584.0,18371588096.0,26887389184.0
0 days 00:03:32.500465664,,,23069794304.0,18371588096.0,26887389184.0
0 days 00:03:32.500858112,,,23069794304.0,18971774976.0,26887389184.0
0 days 00:03:33.000268800,,,23069794304.0,18971774976.0,27369541632.0
0 days 00:03:33.000478208,,,23069794304.0,18721349632.0,27369541632.0
0 days 00:03:33.000774656,,,23678554112.0,18721349632.0,27369541632.0
0 days 00:03:33.500305920,,,23678554112.0,18721349632.0,27367555072.0
0 days 00:03:33.500658176,,,23678554112.0,18995896320.0,27367555072.0
0 days 00:03:33.500819712,,,23254872064.0,18995896320.0,27367555072.0
0 days 00:03:34.000106240,,,23254872064.0,18496098304.0,27367555072.0
0 days 00:03:34.000935936,,,23254872064.0,18496098304.0,26909143040.0
0 days 00:03:34.000994816,,,23263797248.0,18496098304.0,26909143040.0
0 days 00:03:34.500334848,,,23263797248.0,18496098304.0,26614734848.0
0 days 00:03:34.500371712,,,23476686848.0,18496098304.0,26614734848.0
0 days 00:03:34.500750080,,,23476686848.0,17443860480.0,26614734848.0
0 days 00:03:35.000461824,,,23749132288.0,17443860480.0,26614734848.0
0 days 00:03:35.000490752,,,23749132288.0,17443860480.0,25968640000.0
0 days 00:03:35.000705024,,,23749132288.0,17498288128.0,25968640000.0
0 days 00:03:35.500179712,,,24187510784.0,17498288128.0,25968640000.0
0 days 00:03:35.500578816,,,24187510784.0,17498288128.0,25805316096.0
0 days 00:03:35.500888064,,,24187510784.0,19337334784.0,25805316096.0
0 days 00:03:36.000601088,,,24187510784.0,18470043648.0,25805316096.0
0 days 00:03:36.000732928,,,24187510784.0,18470043648.0,25757020160.0
0 days 00:03:36.000848640,,,24531755008.0,18470043648.0,25757020160.0
0 days 00:03:36.500083712,,,23592767488.0,18470043648.0,25757020160.0
0 days 00:03:36.500153088,,,23592767488.0,18470043648.0,25730404352.0
0 days 00:03:36.501084160,,,23592767488.0,18878930944.0,25730404352.0
0 days 00:03:37.000132096,,,23592767488.0,19121598464.0,25730404352.0
0 days 00:03:37.000271616,,,23486918656.0,19121598464.0,25730404352.0
0 days 00:03:37.000581888,,,23486918656.0,19121598464.0,24369180672.0
0 days 00:03:37.500541952,,,23486918656.0,19121598464.0,24014467072.0
0 days 00:03:37.500647168,,,23486918656.0,20177379328.0,24014467072.0
0 days 00:03:37.501080832,,,24329924608.0,20177379328.0,24014467072.0
0 days 00:03:38.000370944,,,24329924608.0,20177379328.0,23657959424.0
0 days 00:03:38.000729600,,,24559312896.0,20177379328.0,23657959424.0
0 days 00:03:38.001176320,,,24559312896.0,19859697664.0,23657959424.0
0 days 00:03:38.500034048,,,24559312896.0,19859697664.0,23003734016.0
0 days 00:03:38.500814080,,,24559312896.0,19525910528.0,23003734016.0
0 days 00:03:38.500940800,,,24697630720.0,19525910528.0,23003734016.0
0 days 00:03:39.000275968,,,24697630720.0,19525910528.0,22523121664.0
0 days 00:03:39.000319744,,,24525262848.0,19525910528.0,22523121664.0
0 days 00:03:39.000694016,,,24525262848.0,19779338240.0,22523121664.0
0 days 00:03:39.500084736,,,24525262848.0,19779338240.0,22420033536.0
0 days 00:03:39.500139776,,,24362201088.0,19779338240.0,22420033536.0
0 days 00:03:39.500150016,,,24362201088.0,20335472640.0,22420033536.0
0 days 00:03:40.000559872,,,24362201088.0,20335472640.0,22157746176.0
0 days 00:03:40.000716032,,,24362201088.0,20565590016.0,22157746176.0
0 days 00:03:40.000889600,,,24546123776.0,20565590016.0,22157746176.0
0 days 00:03:40.500416,,,24546123776.0,20565590016.0,20996829184.0
0 days 00:03:40.500437760,,,24369119232.0,20565590016.0,20996829184.0
0 days 00:03:40.500596992,,,24369119232.0,20404838400.0,20996829184.0
0 days 00:03:41.000622848,,,24369119232.0,20404838400.0,19193663488.0
0 days 00:03:41.000637696,,,24516018176.0,20404838400.0,19193663488.0
0 days 00:03:41.001935104,,,24516018176.0,20843143168.0,19193663488.0
0 days 00:03:41.500340736,,,24516018176.0,20843143168.0,18651774976.0
0 days 00:03:41.500763904,,,23381745664.0,20843143168.0,18651774976.0
0 days 00:03:41.500800256,,,23381745664.0,21271203840.0,18651774976.0
0 days 00:03:42.000315904,,,23381745664.0,21271203840.0,18331373568.0
0 days 00:03:42.000698112,,,23381745664.0,20616171520.0,18331373568.0
0 days 00:03:42.000932864,,,23021813760.0,20616171520.0,18331373568.0
0 days 00:03:42.500194048,,,23021813760.0,19657748480.0,18331373568.0
0 days 00:03:42.500545792,,,22208557056.0,19657748480.0,18331373568.0
0 days 00:03:42.500595968,,,22208557056.0,19657748480.0,17772589056.0
0 days 00:03:43.000540928,,,22208557056.0,19137212416.0,17772589056.0
0 days 00:03:43.000764672,,,21829341184.0,19137212416.0,17772589056.0
0 days 00:03:43.000915968,,,21829341184.0,19137212416.0,17861509120.0
0 days 00:03:43.500382720,,,21746274304.0,19137212416.0,17861509120.0
0 days 00:03:43.500704256,,,21746274304.0,18824175616.0,17861509120.0
0 days 00:03:43.500805888,,,21746274304.0,18824175616.0,18546835456.0
0 days 00:03:44.000251136,,,21746274304.0,19419869184.0,18546835456.0
0 days 00:03:44.000696832,,,21746274304.0,19419869184.0,18175647744.0
0 days 00:03:44.001057792,,,22190993408.0,19419869184.0,18175647744.0
0 days 00:03:44.500373248,,,22190993408.0,20300988416.0,18175647744.0
0 days 00:03:44.500621824,,,22190993408.0,20300988416.0,17725517824.0
0 days 00:03:44.501069568,,,21197742080.0,20300988416.0,17725517824.0
0 days 00:03:45.000193792,,,21435809792.0,20300988416.0,17725517824.0
0 days 00:03:45.000403712,,,21435809792.0,20300988416.0,17452126208.0
0 days 00:03:45.000888064,,,21435809792.0,19772973056.0,17452126208.0
0 days 00:03:45.500315904,,,21435809792.0,20002340864.0,17452126208.0
0 days 00:03:45.500330752,,,20570943488.0,20002340864.0,17452126208.0
0 days 00:03:45.500385024,,,20570943488.0,20002340864.0,16783527936.0
0 days 00:03:46.000297728,,,20602798080.0,20002340864.0,16783527936.0
0 days 00:03:46.000413696,,,20602798080.0,20002340864.0,15554596864.0
0 days 00:03:46.001025024,,,20602798080.0,20010639360.0,15554596864.0
0 days 00:03:46.500082944,,,20602798080.0,20010639360.0,14321078272.0
0 days 00:03:46.500416768,,,20256665600.0,20010639360.0,14321078272.0
0 days 00:03:46.500808960,,,20256665600.0,20284002304.0,14321078272.0
0 days 00:03:47.000695808,,,19125829632.0,20284002304.0,14321078272.0
0 days 00:03:47.000771072,,,19125829632.0,20205969408.0,14321078272.0
0 days 00:03:47.001038080,,,19125829632.0,20205969408.0,13947494400.0
0 days 00:03:47.500160,,,19125829632.0,20205969408.0,13764124672.0
0 days 00:03:47.500813824,,,17743941632.0,20205969408.0,13764124672.0
0 days 00:03:47.501543168,,,17743941632.0,19293704192.0,13764124672.0
0 days 00:03:48.000167168,,,17743941632.0,19290218496.0,13764124672.0
0 days 00:03:48.000579840,,,18196262912.0,19290218496.0,13764124672.0
0 days 00:03:48.000882944,,,18196262912.0,19290218496.0,13685047296.0
0 days 00:03:48.500340992,,,18196262912.0,19852279808.0,13685047296.0
0 days 00:03:48.500580864,,,18196262912.0,19852279808.0,13664952320.0
0 days 00:03:48.500918784,,,18090303488.0,19852279808.0,13664952320.0
0 days 00:03:49.000166912,,,18090303488.0,19852279808.0,13664735232.0
0 days 00:03:49.000315904,,,18049134592.0,19852279808.0,13664735232.0
0 days 00:03:49.000988928,,,18049134592.0,19233234944.0,13664735232.0
0 days 00:03:49.500191744,,,18752163840.0,19233234944.0,13664735232.0
0 days 00:03:49.500750848,,,18752163840.0,19233234944.0,13664735232.0
0 days 00:03:49.501292032,,,18752163840.0,20147834880.0,13664735232.0
0 days 00:03:50.000563968,,,18752163840.0,20147834880.0,13664735232.0
0 days 00:03:50.000659968,,,18752163840.0,19423203328.0,13664735232.0
0 days 00:03:50.001068800,,,18964533248.0,19423203328.0,13664735232.0
0 days 00:03:50.500315904,,,18234195968.0,19423203328.0,13664735232.0
0 days 00:03:50.500752896,,,18234195968.0,19423203328.0,13664735232.0
0 days 00:03:50.501044992,,,18234195968.0,19903877120.0,13664735232.0
0 days 00:03:51.000184064,,,18234195968.0,19903877120.0,13664735232.0
0 days 00:03:51.000261120,,,18234195968.0,18965884928.0,13664735232.0
0 days 00:03:51.000420608,,,19110920192.0,18965884928.0,13664735232.0
0 days 00:03:51.500247808,,,19226202112.0,18965884928.0,13664735232.0
0 days 00:03:51.500367872,,,19226202112.0,18965884928.0,13664735232.0
0 days 00:03:51.500684032,,,19226202112.0,17887916032.0,13664735232.0
0 days 00:03:52.000172800,,,18327863296.0,17887916032.0,13664735232.0
0 days 00:03:52.000310784,,,18327863296.0,17887916032.0,13664735232.0
0 days 00:03:52.000730112,,,18327863296.0,17462919168.0,13664735232.0
0 days 00:03:52.500624896,,,18327863296.0,17462919168.0,13664735232.0
0 days 00:03:52.500714752,,,18709524480.0,17462919168.0,13664735232.0
0 days 00:03:52.500813056,,,18709524480.0,17873498112.0,13664735232.0
0 days 00:03:53.000092928,,,17305853952.0,17873498112.0,13664735232.0
0 days 00:03:53.000167168,,,17305853952.0,16337760256.0,13664735232.0
0 days 00:03:53.000536832,,,17305853952.0,16337760256.0,13664735232.0
0 days 00:03:53.500358144,,,17305853952.0,16125218816.0,13664735232.0
0 days 00:03:53.500430592,,,16366645248.0,16125218816.0,13664735232.0
0 days 00:03:53.501011968,,,16366645248.0,16125218816.0,13664735232.0
0 days 00:03:54.000200960,,,16366645248.0,16125218816.0,13664735232.0
0 days 00:03:54.000431104,,,16366645248.0,15771746304.0,13664735232.0
0 days 00:03:54.000873728,,,15943757824.0,15771746304.0,13664735232.0
0 days 00:03:54.500345856,,,15852785664.0,15771746304.0,13664735232.0
0 days 00:03:54.500559104,,,15852785664.0,15908933632.0,13664735232.0
0 days 00:03:54.500634880,,,15852785664.0,15908933632.0,13664735232.0
0 days 00:03:55.000459008,,,15852785664.0,16172232704.0,13664735232.0
0 days 00:03:55.000635648,,,15501119488.0,16172232704.0,13664735232.0
0 days 00:03:55.000827904,,,15501119488.0,16172232704.0,13664735232.0
0 days 00:03:55.500293120,,,15501119488.0,16368361472.0,13664735232.0
0 days 00:03:55.500351744,,,15501119488.0,16368361472.0,13664735232.0
0 days 00:03:55.500755712,,,15705575424.0,16368361472.0,13664735232.0
0 days 00:03:56.000216064,,,15705575424.0,16473006080.0,13664735232.0
0 days 00:03:56.000253696,,,16439185408.0,16473006080.0,13664735232.0
0 days 00:03:56.001062912,,,16439185408.0,16473006080.0,13664735232.0
0 days 00:03:56.500390656,,,16725663744.0,16473006080.0,13664735232.0
0 days 00:03:56.500672,,,16725663744.0,16473006080.0,13664735232.0
0 days 00:03:56.501038080,,,16725663744.0,16430796800.0,13664735232.0
0 days 00:03:57.000325888,,,17007034368.0,16430796800.0,13664735232.0
0 days 00:03:57.000864,,,17007034368.0,16816386048.0,13664735232.0
0 days 00:03:57.001028096,,,17007034368.0,16816386048.0,13664735232.0
0 days 00:03:57.500165888,,,17007034368.0,16816386048.0,13664735232.0
0 days 00:03:57.500246016,,,17007034368.0,17128607744.0,13664735232.0
0 days 00:03:57.500372736,,,17865535488.0,17128607744.0,13664735232.0
0 days 00:03:58.000359168,,,17865535488.0,16936169472.0,13664735232.0
0 days 00:03:58.000852736,,,18007031808.0,16936169472.0,13664735232.0
0 days 00:03:58.000891904,,,18007031808.0,16936169472.0,13664735232.0
0 days 00:03:58.500176896,,,18007031808.0,16936169472.0,13664735232.0
0 days 00:03:58.500261120,,,18007031808.0,17826975744.0,13664735232.0
0 days 00:03:58.500421888,,,18405302272.0,17826975744.0,13664735232.0
0 days 00:03:59.000250112,,,18405302272.0,18649571328.0,13664735232.0
0 days 00:03:59.000564992,,,18405302272.0,18649571328.0,13664735232.0
0 days 00:03:59.000617984,,,18500739072.0,18649571328.0,13664735232.0
0 days 00:03:59.500440320,,,18500739072.0,17808699392.0,13664735232.0
0 days 00:03:59.500873984,,,18500739072.0,17808699392.0,13664735232.0
0 days 00:03:59.501063680,,,18930212864.0,17808699392.0,13664735232.0
0 days 00:04:00.000337152,,,18930212864.0,17661706240.0,13664735232.0
0 days 00:04:00.000430592,,,19696320512.0,17661706240.0,13664735232.0
0 days 00:04:00.000613888,,,19696320512.0,17661706240.0,13664735232.0
0 days 00:04:00.500161024,,,19696320512.0,19291844608.0,13664735232.0
0 days 00:04:00.500492800,,,19713601536.0,19291844608.0,13664735232.0
0 days 00:04:00.500919040,,,19713601536.0,19291844608.0,13664735232.0
0 days 00:04:01.000338688,,,19387412480.0,19291844608.0,13664735232.0
0 days 00:04:01.000716032,,,19387412480.0,19171966976.0,13664735232.0
0 days 00:04:01.001072896,,,19387412480.0,19171966976.0,13664735232.0
0 days 00:04:01.500299776,,,19387412480.0,19171966976.0,13664735232.0
0 days 00:04:01.500643840,,,19397652480.0,19171966976.0,13664735232.0
0 days 00:04:01.501179904,,,19397652480.0,19603238912.0,13664735232.0
0 days 00:04:02.000432896,,,19857313792.0,19603238912.0,13664735232.0
0 days 00:04:02.000909056,,,19857313792.0,19923521536.0,13664735232.0
0 days 00:04:02.001291008,,,19857313792.0,19923521536.0,13664735232.0
0 days 00:04:02.500091136,,,19857313792.0,20091691008.0,13664735232.0
0 days 00:04:02.500448768,,,20153393152.0,20091691008.0,13664735232.0
0 days 00:04:02.500711936,,,20153393152.0,20091691008.0,13664735232.0
0 days 00:04:03.000398080,,,20153393152.0,19817078784.0,
0 days 00:04:03.000653824,,,20771160064.0,19817078784.0,
0 days 00:04:03.500157696,,,21087682560.0,19817078784.0,
0 days 00:04:03.500707072,,,21087682560.0,20442517504.0,
0 days 00:04:04.000369664,,,22418927616.0,20442517504.0,
0 days 00:04:04.000488960,,,22418927616.0,20251463680.0,
0 days 00:04:04.500238080,,,22418927616.0,21001969664.0,
0 days 00:04:04.500479744,,,21713342464.0,21001969664.0,
0 days 00:04:05.000117248,,,21713342464.0,21559140352.0,
0 days 00:04:05.000384768,,,21715668992.0,21559140352.0,
0 days 00:04:05.500721152,,,21715668992.0,21125906432.0,
0 days 00:04:05.500789760,,,21146329088.0,21125906432.0,
0 days 00:04:06.000078848,,,22051794944.0,21125906432.0,
0 days 00:04:06.000088064,,,22051794944.0,20768063488.0,
0 days 00:04:06.500182784,,,23155687424.0,20768063488.0,
0 days 00:04:06.500370176,,,23155687424.0,20899487744.0,
0 days 00:04:07.000432128,,,23155687424.0,20718878720.0,
0 days 00:04:07.000455680,,,22713847808.0,20718878720.0,
0 days 00:04:07.500755200,,,22713847808.0,21467299840.0,
0 days 00:04:07.500913664,,,22454910976.0,21467299840.0,
0 days 00:04:08.000584192,,,22454910976.0,21906419712.0,
0 days 00:04:08.000760576,,,22042124288.0,21906419712.0,
0 days 00:04:08.500724224,,,22042124288.0,22327664640.0,
0 days 00:04:08.500977920,,,22626426880.0,22327664640.0,
0 days 00:04:09.000161024,,,22626426880.0,21840617472.0,
0 days 00:04:09.000622848,,,22422024192.0,21840617472.0,
0 days 00:04:09.500787968,,,22422024192.0,21862043648.0,
0 days 00:04:09.500862720,,,21164064768.0,21862043648.0,
0 days 00:04:10.000745216,,,21164064768.0,22258192384.0,
0 days 00:04:10.000877824,,,21201485824.0,22258192384.0,
0 days 00:04:10.500252928,,,21201485824.0,22628184064.0,
0 days 00:04:10.500500736,,,22293831680.0,22628184064.0,
0 days 00:04:11.000457728,,,22146879488.0,22628184064.0,
0 days 00:04:11.000719104,,,22146879488.0,21879783424.0,
0 days 00:04:11.500339200,,,22146879488.0,21189320704.0,
0 days 00:04:11.500811776,,,21660811264.0,21189320704.0,
0 days 00:04:12.000113152,,,21660811264.0,21550362624.0,
0 days 00:04:12.000188672,,,22437289984.0,21550362624.0,
0 days 00:04:12.500081664,,,22698168320.0,21550362624.0,
0 days 00:04:12.500226048,,,22698168320.0,22252187648.0,
0 days 00:04:13.000117248,,,22698168320.0,22115848192.0,
0 days 00:04:13.000208640,,,22960861184.0,22115848192.0,
0 days 00:04:13.500535808,,,21372358656.0,22115848192.0,
0 days 00:04:13.500999168,,,21372358656.0,20902014976.0,
0 days 00:04:14.000476160,,,21372358656.0,20358225920.0,
0 days 00:04:14.000662784,,,20736684032.0,20358225920.0,
0 days 00:04:14.500478976,,,20736684032.0,19800686592.0,
0 days 00:04:14.501026816,,,21377044480.0,19800686592.0,
0 days 00:04:15.000400640,,,21532332032.0,19800686592.0,
0 days 00:04:15.000772096,,,21532332032.0,19510358016.0,
0 days 00:04:15.500146688,,,21846630400.0,19510358016.0,
0 days 00:04:15.500935168,,,21846630400.0,19569897472.0,
0 days 00:04:16.000932864,,,22152630272.0,19569897472.0,
0 days 00:04:16.001048064,,,22152630272.0,19600576512.0,
0 days 00:04:16.500079872,,,21425930240.0,19600576512.0,
0 days 00:04:16.500818176,,,21425930240.0,18081472512.0,
0 days 00:04:17.000287744,,,20673150976.0,18081472512.0,
0 days 00:04:17.001047296,,,20673150976.0,17306841088.0,
0 days 00:04:17.500474880,,,20776112128.0,17306841088.0,
0 days 00:04:17.500957952,,,20776112128.0,15634624512.0,
0 days 00:04:18.000443904,,,20439257088.0,15634624512.0,
0 days 00:04:18.000812032,,,20439257088.0,16189845504.0,
0 days 00:04:18.500886016,,,20439257088.0,16123146240.0,
0 days 00:04:18.500905984,,,20809228288.0,16123146240.0,
0 days 00:04:19.000669184,,,20809228288.0,16233066496.0,
0 days 00:04:19.001166592,,,19503013888.0,16233066496.0,
0 days 00:04:19.500300032,,,19503013888.0,16433004544.0,
0 days 00:04:19.500405760,,,19902967808.0,16433004544.0,
0 days 00:04:20.000158720,,,18610622464.0,16433004544.0,
0 days 00:04:20.002049024,,,18610622464.0,15432945664.0,
0 days 00:04:20.500916736,,,18502479872.0,15432945664.0,
0 days 00:04:20.501040896,,,18502479872.0,15215558656.0,
0 days 00:04:21.000025856,,,20123856896.0,15215558656.0,
0 days 00:04:21.000957952,,,20123856896.0,15497547776.0,
0 days 00:04:21.500858112,,,20123856896.0,15354400768.0,
0 days 00:04:21.501064704,,,19426926592.0,15354400768.0,
0 days 00:04:22.000329984,,,19426926592.0,16253444096.0,
0 days 00:04:22.000869888,,,18582519808.0,16253444096.0,
0 days 00:04:22.500736,,,18582519808.0,16482197504.0,
0 days 00:04:22.500794880,,,19481427968.0,16482197504.0,
0 days 00:04:23.000369152,,,19481427968.0,16721571840.0,
0 days 00:04:23.000867840,,,19201474560.0,16721571840.0,
0 days 00:04:23.500192,,,19201474560.0,16778436608.0,
0 days 00:04:23.500570624,,,19294642176.0,16778436608.0,
0 days 00:04:24.000064,,,19294642176.0,16973369344.0,
0 days 00:04:24.000160768,,,19075465216.0,16973369344.0,
0 days 00:04:24.500533248,,,19075465216.0,16405643264.0,
0 days 00:04:24.500891904,,,19316490240.0,16405643264.0,
0 days 00:04:25.000436736,,,19407568896.0,16405643264.0,
0 days 00:04:25.000988160,,,19407568896.0,16638881792.0,
0 days 00:04:25.500430592,,,19484696576.0,16638881792.0,
0 days 00:04:25.500991232,,,19484696576.0,16706465792.0,
0 days 00:04:26.000984064,,,19484696576.0,16986124288.0,
0 days 00:04:26.001069568,,,18481225728.0,16986124288.0,
0 days 00:04:26.500240128,,,18481225728.0,16604155904.0,
0 days 00:04:26.500986624,,,18050527232.0,16604155904.0,
0 days 00:04:27.000398848,,,18033590272.0,16604155904.0,
0 days 00:04:27.000669184,,,18033590272.0,17244745728.0,
0 days 00:04:27.501002752,,,19008225280.0,17244745728.0,
0 days 00:04:27.501842176,,,19008225280.0,17286873088.0,
0 days 00:04:28.000413696,,,20786790400.0,17286873088.0,
0 days 00:04:28.000977152,,,20786790400.0,17430417408.0,
0 days 00:04:28.500561920,,,20786790400.0,17746710528.0,
0 days 00:04:28.500578816,,,18988855296.0,17746710528.0,
0 days 00:04:29.000307200,,,18988855296.0,17349365760.0,
0 days 00:04:29.000795648,,,19108483072.0,17349365760.0,
0 days 00:04:29.500662272,,,19108483072.0,17964322816.0,
0 days 00:04:29.500832768,,,20151881728.0,17964322816.0,
0 days 00:04:30.000144896,,,20795322368.0,17964322816.0,
0 days 00:04:30.000507136,,,20795322368.0,19172765696.0,
0 days 00:04:30.500817664,,,20606820352.0,19172765696.0,
0 days 00:04:30.501568256,,,20606820352.0,19006255104.0,
0 days 00:04:31.000682752,,,21252067328.0,19006255104.0,
0 days 00:04:31.001096960,,,21252067328.0,17617412096.0,
0 days 00:04:31.500372736,,,22230536192.0,17617412096.0,
0 days 00:04:31.500535040,,,22230536192.0,18188288000.0,
0 days 00:04:32.000192,,,22230536192.0,17883627520.0,
0 days 00:04:32.000455680,,,21857361920.0,17883627520.0,
0 days 00:04:32.500621568,,,22125613056.0,17883627520.0,
0 days 00:04:32.500875008,,,22125613056.0,18089308160.0,
0 days 00:04:33.000142080,,,22125613056.0,17509679104.0,
0 days 00:04:33.000394752,,,23556395008.0,17509679104.0,
0 days 00:04:33.500807168,,,23556395008.0,17513250816.0,
0 days 00:04:33.500887808,,,22432456704.0,17513250816.0,
0 days 00:04:34.000039680,,,23278714880.0,17513250816.0,
0 days 00:04:34.000520192,,,23278714880.0,17303728128.0,
0 days 00:04:34.500138240,,,23278714880.0,17455398912.0,
0 days 00:04:34.500991744,,,22783819776.0,17455398912.0,
0 days 00:04:35.000257792,,,23175815168.0,17455398912.0,
0 days 00:04:35.001040896,,,23175815168.0,18038464512.0,
0 days 00:04:35.500512768,,,24334356480.0,18038464512.0,
0 days 00:04:35.500600064,,,24334356480.0,18434973696.0,
0 days 00:04:36.000845824,,,24227864576.0,18434973696.0,
0 days 00:04:36.000876032,,,24227864576.0,19265937408.0,
0 days 00:04:36.500429824,,,23516237824.0,19265937408.0,
0 days 00:04:36.501352192,,,23516237824.0,19259678720.0,
0 days 00:04:37.000139008,,,23516237824.0,19193696256.0,
0 days 00:04:37.000780800,,,23449206784.0,19193696256.0,
0 days 00:04:37.500954880,,,22814265344.0,19193696256.0,
0 days 00:04:37.500967168,,,22814265344.0,19514388480.0,
0 days 00:04:38.000282624,,,23115747328.0,19514388480.0,
0 days 00:04:38.000859136,,,23115747328.0,19930435584.0,
0 days 00:04:38.500321792,,,23166316544.0,19930435584.0,
0 days 00:04:38.501517056,,,23166316544.0,20381835264.0,
0 days 00:04:39.000226816,,,23087538176.0,20381835264.0,
0 days 00:04:39.000826112,,,23087538176.0,20669784064.0,
0 days 00:04:39.500733696,,,23536148480.0,20669784064.0,
0 days 00:04:39.500793088,,,23536148480.0,21196165120.0,
0 days 00:04:40.000240128,,,23536148480.0,20988039168.0,
0 days 00:04:40.000336896,,,24009891840.0,20988039168.0,
0 days 00:04:40.500468224,,,24009891840.0,21639475200.0,
0 days 00:04:40.500618752,,,24186257408.0,21639475200.0,
0 days 00:04:41.000338688,,,23161516032.0,21639475200.0,
0 days 00:04:41.001709056,,,23161516032.0,23027576832.0,
0 days 00:04:41.500455680,,,22267375616.0,23027576832.0,
0 days 00:04:41.500910080,,,22267375616.0,21045137408.0,
0 days 00:04:42.000669952,,,23092723712.0,21045137408.0,
0 days 00:04:42.001089280,,,23092723712.0,20302065664.0,
0 days 00:04:42.500347648,,,21865336832.0,20302065664.0,
0 days 00:04:42.500803072,,,21865336832.0,20780830720.0,
0 days 00:04:43.000282112,,,21865336832.0,20924874752.0,
0 days 00:04:43.000559616,,,22759702528.0,20924874752.0,
0 days 00:04:43.500450816,,,24054571008.0,20924874752.0,
0 days 00:04:43.501825280,,,24054571008.0,20640612352.0,
0 days 00:04:44.000726784,,,24373194752.0,20640612352.0,
0 days 00:04:44.000850944,,,24373194752.0,21005991936.0,
0 days 00:04:44.500599040,,,24373194752.0,20216930304.0,
0 days 00:04:44.500962816,,,23137218560.0,20216930304.0,
0 days 00:04:45.000729088,,,23137218560.0,21584961536.0,
0 days 00:04:45.000788736,,,21986086912.0,21584961536.0,
0 days 00:04:45.500544256,,,21986086912.0,21648719872.0,
0 days 00:04:45.500855808,,,21782069248.0,21648719872.0,
0 days 00:04:46.000328704,,,21518069760.0,21648719872.0,
0 days 00:04:46.000357120,,,21518069760.0,21677211648.0,
0 days 00:04:46.500603136,,,21518069760.0,21303357440.0,
0 days 00:04:46.500712704,,,20199579648.0,21303357440.0,
0 days 00:04:47.000761088,,,20199579648.0,20508049408.0,
0 days 00:04:47.000960768,,,20004626432.0,20508049408.0,
0 days 00:04:47.500500992,,,20004626432.0,20951912448.0,
0 days 00:04:47.500971776,,,17871683584.0,20951912448.0,
0 days 00:04:48.000623872,,,17648640000.0,20951912448.0,
0 days 00:04:48.002033920,,,17648640000.0,20498591744.0,
0 days 00:04:48.500632832,,,17554169856.0,20498591744.0,
0 days 00:04:48.501203200,,,17554169856.0,19150163968.0,
0 days 00:04:49.000590080,,,17554169856.0,19187257344.0,
